Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
21.06.2022;13:00;14:00;63.775,75;25.884;4.619,5
21.06.2022;14:00;15:00;62.541,75;26.619;3.716
21.06.2022;15:00;16:00;61.341,25;28.339;2.781,5
21.06.2022;16:00;17:00;60.071,25;31.566;2.590,25
21.06.2022;17:00;18:00;60.155,75;38.458;978,5
21.06.2022;18:00;19:00;59.388,75;45.612,75;7,75
21.06.2022;19:00;20:00;58.679;51.409,75;3
21.06.2022;20:00;21:00;56.799,5;52.822,5;5,5
21.06.2022;21:00;22:00;54.183,25;51.080,5;3
21.06.2022;22:00;23:00;51.769,25;48.228,25;3
21.06.2022;23:00;00:00;48.236,75;44.350,5;5,25
22.06.2022;00:00;01:00;45.221,75;41.557,5;600,5
22.06.2022;01:00;02:00;44.031;41.055,5;1.778,75
22.06.2022;02:00;03:00;42.754,75;40.261,5;2.481,25
22.06.2022;03:00;04:00;42.589;40.241;2.900
22.06.2022;04:00;05:00;43.645;41.442,5;3.354,75
22.06.2022;05:00;06:00;45.964,25;43.178,5;1.305,5
22.06.2022;06:00;07:00;52.626,75;47.687,75;215,75
22.06.2022;07:00;08:00;57.734,75;48.481,5;3,75
22.06.2022;08:00;09:00;60.738,75;46.190,75;4,5
22.06.2022;09:00;10:00;62.214;41.558,25;486,5
22.06.2022;10:00;11:00;64.170,25;39.580,75;1.256,5
22.06.2022;11:00;12:00;65.041,5;38.664;937,75
22.06.2022;12:00;13:00;64.591,5;37.745,5;2.586,25
22.06.2022;13:00;14:00;64.069,75;37.946,25;1.793,5
22.06.2022;14:00;15:00;62.607;36.919;1.742,5
22.06.2022;15:00;16:00;61.933,75;37.725,75;2.185,5
22.06.2022;16:00;17:00;60.777,25;39.640,25;1.033,5
22.06.2022;17:00;18:00;60.478,25;43.941;306,5
22.06.2022;18:00;19:00;59.690,5;48.056,5;5,5
22.06.2022;19:00;20:00;58.676,75;51.375,5;2,75
22.06.2022;20:00;21:00;56.592;51.847;2
22.06.2022;21:00;22:00;53.935,5;49.691,25;2
22.06.2022;22:00;23:00;52.228;47.132,5;38,75
22.06.2022;23:00;00:00;48.637,5;43.091;286,5
23.06.2022;00:00;01:00;45.533;40.502,75;722,5
23.06.2022;01:00;02:00;43.711,5;39.297,25;704,5
23.06.2022;02:00;03:00;42.611,5;38.727,75;1.831,5
23.06.2022;03:00;04:00;42.603,25;39.074,25;3.165,25
23.06.2022;04:00;05:00;43.616,75;40.030,5;3.403,5
23.06.2022;05:00;06:00;45.749,25;41.332,5;3.060,5
23.06.2022;06:00;07:00;52.481;46.078,5;372,5
23.06.2022;07:00;08:00;57.170,5;46.732,25;4,75
23.06.2022;08:00;09:00;60.436,25;44.177,5;8,75
23.06.2022;09:00;10:00;61.554,5;37.571,75;735
23.06.2022;10:00;11:00;62.979,25;32.334;901,25
23.06.2022;11:00;12:00;64.690;29.347,5;1.755
23.06.2022;12:00;13:00;64.912,75;27.005;3.723,5
23.06.2022;13:00;14:00;64.677,75;26.428,5;3.987,75
23.06.2022;14:00;15:00;63.792,5;26.801,75;4.117,5
23.06.2022;15:00;16:00;62.669,75;28.302,75;3.309
23.06.2022;16:00;17:00;60.714;30.427,5;1.404,5
23.06.2022;17:00;18:00;59.941,75;35.454,25;496
23.06.2022;18:00;19:00;59.475,5;42.039;24,75
23.06.2022;19:00;20:00;58.693,75;46.585;2
23.06.2022;20:00;21:00;56.947;45.774;24,75
23.06.2022;21:00;22:00;54.782;40.564,75;552,5
23.06.2022;22:00;23:00;53.461,5;34.854,25;2.833,75
23.06.2022;23:00;00:00;50.073;29.055;3.063
24.06.2022;00:00;01:00;47.115,25;24.950;5.640,75
24.06.2022;01:00;02:00;46.323,25;24.067,25;5.290
24.06.2022;02:00;03:00;45.298,75;22.941,25;5.379,75
24.06.2022;03:00;04:00;45.574;24.900,5;4.215
24.06.2022;04:00;05:00;45.849,75;26.461,5;4.367,5
24.06.2022;05:00;06:00;48.396,75;29.971;3.736,75
24.06.2022;06:00;07:00;54.326,5;35.457,25;806,75
24.06.2022;07:00;08:00;59.420,5;39.358;89
24.06.2022;08:00;09:00;61.698,75;39.499;8,5
24.06.2022;09:00;10:00;63.148,5;36.042,5;235,75
24.06.2022;10:00;11:00;64.849;33.637,5;563,5
24.06.2022;11:00;12:00;65.313;32.280,25;39,75
24.06.2022;12:00;13:00;65.229,25;30.082,25;546
24.06.2022;13:00;14:00;64.538;29.540,75;1.461,25
24.06.2022;14:00;15:00;62.952;30.434,25;1.500,25
24.06.2022;15:00;16:00;62.306,75;32.491;1.513,75
24.06.2022;16:00;17:00;60.334,5;35.364;330,5
24.06.2022;17:00;18:00;60.107,75;41.802;20
24.06.2022;18:00;19:00;59.797;46.935,25;146,25
24.06.2022;19:00;20:00;57.823;48.373,5;11
24.06.2022;20:00;21:00;55.670;47.662;131,5
24.06.2022;21:00;22:00;52.474,75;45.300;49,5
24.06.2022;22:00;23:00;49.941,5;43.243,75;208,75
24.06.2022;23:00;00:00;46.420,5;39.683,25;258,75
25.06.2022;00:00;01:00;44.991,25;37.727,25;680
25.06.2022;01:00;02:00;43.074;35.635,25;1.171,75
25.06.2022;02:00;03:00;41.593,75;34.266;1.537,5
25.06.2022;03:00;04:00;40.633,5;33.518,75;1.689,5
25.06.2022;04:00;05:00;40.399,5;33.539,75;2.478,25
25.06.2022;05:00;06:00;40.367,5;33.434;2.558,5
25.06.2022;06:00;07:00;42.367,5;34.421,25;903,25
25.06.2022;07:00;08:00;44.795,25;34.321,25;328,25
25.06.2022;08:00;09:00;48.392,25;33.335;156,5
25.06.2022;09:00;10:00;51.076,25;29.498,75;1.060,25
25.06.2022;10:00;11:00;52.998,25;25.815,25;3.206
25.06.2022;11:00;12:00;53.726;22.997;4.618,25
25.06.2022;12:00;13:00;53.106,5;20.863,75;5.424,75
25.06.2022;13:00;14:00;51.844,5;19.825,5;6.265,25
25.06.2022;14:00;15:00;50.678,5;20.357,5;6.369
25.06.2022;15:00;16:00;49.791,25;22.509;5.579
25.06.2022;16:00;17:00;48.997;25.638;3.803,5
25.06.2022;17:00;18:00;49.261,25;31.298,75;891
25.06.2022;18:00;19:00;49.389,75;38.116;155,75
25.06.2022;19:00;20:00;48.466;42.633,75;5,25
25.06.2022;20:00;21:00;47.120;44.145,25;12
25.06.2022;21:00;22:00;45.642;43.362;11,5
25.06.2022;22:00;23:00;44.579,75;42.011,25;4,75
25.06.2022;23:00;00:00;41.808,5;38.371;9
26.06.2022;00:00;01:00;39.371,75;34.481;353
26.06.2022;01:00;02:00;38.177,75;32.492;458
26.06.2022;02:00;03:00;37.019,75;30.966,25;1.007,5
26.06.2022;03:00;04:00;36.925,5;30.844,25;1.277,75
26.06.2022;04:00;05:00;36.973,5;30.514,75;1.339,5
26.06.2022;05:00;06:00;36.583,25;30.327,75;1.490,25
26.06.2022;06:00;07:00;37.259,25;29.812;1.787,75
26.06.2022;07:00;08:00;39.301,75;28.738,5;1.594,5
26.06.2022;08:00;09:00;42.506,5;26.151,5;2.574,25
26.06.2022;09:00;10:00;45.666;22.103,5;4.836,25
26.06.2022;10:00;11:00;47.630,5;18.383,25;5.559,75
26.06.2022;11:00;12:00;49.398,75;16.755;5.997
26.06.2022;12:00;13:00;49.874,5;16.129;6.079,75
26.06.2022;13:00;14:00;48.456,75;16.150;6.017,25
26.06.2022;14:00;15:00;47.155;17.050,25;6.142,25
26.06.2022;15:00;16:00;46.112,5;19.214,25;4.872,25
26.06.2022;16:00;17:00;46.037;23.110,5;2.221,5
26.06.2022;17:00;18:00;46.902,75;29.570,5;797,25
26.06.2022;18:00;19:00;47.074;35.501;230,75
26.06.2022;19:00;20:00;46.724,75;39.980;18,75
26.06.2022;20:00;21:00;46.414,5;41.903,25;32,75
26.06.2022;21:00;22:00;45.546,25;41.014,5;112
26.06.2022;22:00;23:00;45.153;39.445,25;197
26.06.2022;23:00;00:00;42.646,25;35.764,75;213,75
27.06.2022;00:00;01:00;40.969;33.169,25;1.112,5
27.06.2022;01:00;02:00;40.531,75;33.160;2.212,5
27.06.2022;02:00;03:00;40.069,75;33.287,75;3.007,75
27.06.2022;03:00;04:00;40.214,5;32.922,75;4.095,25
27.06.2022;04:00;05:00;41.168,25;34.836,75;4.260,75
27.06.2022;05:00;06:00;44.201,5;38.034,5;1.525
27.06.2022;06:00;07:00;51.174,25;43.579,75;419,25
27.06.2022;07:00;08:00;57.082,5;47.087,25;201,25
27.06.2022;08:00;09:00;60.602,5;46.060;9,5
27.06.2022;09:00;10:00;62.209,5;43.300,75;40
27.06.2022;10:00;11:00;63.648,5;40.252,75;18,25
27.06.2022;11:00;12:00;64.870,75;38.137;10,75
27.06.2022;12:00;13:00;64.426,75;36.096;149
27.06.2022;13:00;14:00;63.985,5;35.546,25;842,5
27.06.2022;14:00;15:00;63.100,75;35.350;1.505
27.06.2022;15:00;16:00;61.597,25;34.413,25;1.470
27.06.2022;16:00;17:00;61.106,25;34.883,5;2.027,5
27.06.2022;17:00;18:00;61.644;39.399,75;1.527
27.06.2022;18:00;19:00;61.158,25;44.288,5;119
27.06.2022;19:00;20:00;59.856,25;46.805,75;15,25
27.06.2022;20:00;21:00;57.564,5;46.562;285,25
27.06.2022;21:00;22:00;54.709,5;45.723,25;162
27.06.2022;22:00;23:00;52.776;43.761,5;158,5
27.06.2022;23:00;00:00;49.368;40.782,5;1.010,75
28.06.2022;00:00;01:00;46.047,5;38.657;1.990
28.06.2022;01:00;02:00;43.809,25;37.727,75;2.491,75
28.06.2022;02:00;03:00;42.554,75;36.935;3.576
28.06.2022;03:00;04:00;42.869,5;37.344,25;4.963
28.06.2022;04:00;05:00;43.783,75;38.320,75;4.426,25
28.06.2022;05:00;06:00;46.156,25;40.223,25;2.066,25
28.06.2022;06:00;07:00;52.768,5;44.865,75;1.606,5
28.06.2022;07:00;08:00;57.989;46.325,5;598,25
28.06.2022;08:00;09:00;61.167,5;44.135,5;282,25
28.06.2022;09:00;10:00;62.259;38.830;992,25
28.06.2022;10:00;11:00;63.687;34.801,5;1.612,75
28.06.2022;11:00;12:00;64.966;33.105,5;2.755,5
28.06.2022;12:00;13:00;64.398;31.796,25;4.711
28.06.2022;13:00;14:00;63.293,25;31.096,5;4.686,5
28.06.2022;14:00;15:00;61.924,25;31.507,25;3.141,5
28.06.2022;15:00;16:00;60.168,25;32.818,25;1.252,75
28.06.2022;16:00;17:00;59.299,75;36.049;915
28.06.2022;17:00;18:00;58.998;41.678,25;229,5
28.06.2022;18:00;19:00;58.630;47.301,5;4,75
28.06.2022;19:00;20:00;57.395,75;50.716;2,75
28.06.2022;20:00;21:00;55.776,75;51.728,5;2
28.06.2022;21:00;22:00;53.444,5;49.519;2,25
28.06.2022;22:00;23:00;51.604;45.559;7,5
28.06.2022;23:00;00:00;47.922,25;39.236,5;654,75
29.06.2022;00:00;01:00;45.643;34.898;2.156,5
29.06.2022;01:00;02:00;44.863,25;32.581;5.101,25
29.06.2022;02:00;03:00;44.093,25;31.788,75;5.880,5
29.06.2022;03:00;04:00;43.269;31.528,75;5.141,25
29.06.2022;04:00;05:00;43.837,75;32.907;4.603,25
29.06.2022;05:00;06:00;46.379,75;35.815,5;2.583,75
29.06.2022;06:00;07:00;52.922;41.610,25;323,25
29.06.2022;07:00;08:00;57.923,5;45.161,5;21
29.06.2022;08:00;09:00;61.004;45.643,5;8,25
29.06.2022;09:00;10:00;62.373,75;43.256,5;16,5
29.06.2022;10:00;11:00;63.623,5;40.645;24,5
29.06.2022;11:00;12:00;64.424,75;39.177;274,5
29.06.2022;12:00;13:00;63.869,75;36.656,5;717,75
29.06.2022;13:00;14:00;62.737,5;34.015,75;2.235
29.06.2022;14:00;15:00;61.752;33.029,25;2.875
29.06.2022;15:00;16:00;61.125,25;33.843,5;2.688,75
29.06.2022;16:00;17:00;60.675,5;35.782;2.542,5
29.06.2022;17:00;18:00;60.048,5;39.319,5;1.307,75
29.06.2022;18:00;19:00;59.889;44.478,25;104,25
29.06.2022;19:00;20:00;59.143,25;47.949,5;12,25
29.06.2022;20:00;21:00;56.933;48.309,75;12,25
29.06.2022;21:00;22:00;54.884,25;46.692,75;11,75
29.06.2022;22:00;23:00;53.148,25;43.564;10,5
29.06.2022;23:00;00:00;49.469,25;38.650,5;422,25
30.06.2022;00:00;01:00;46.534,25;35.356;1.031,75
30.06.2022;01:00;02:00;45.015;34.156,5;1.623
30.06.2022;02:00;03:00;43.900,25;35.053;2.845
30.06.2022;03:00;04:00;44.076,25;36.049,25;4.790,5
30.06.2022;04:00;05:00;44.951,5;37.295,25;4.536,25
30.06.2022;05:00;06:00;46.982,25;39.492;1.372
30.06.2022;06:00;07:00;53.358,5;44.151,25;95
30.06.2022;07:00;08:00;58.459;46.602;15,75
30.06.2022;08:00;09:00;61.889,5;44.408;6,5
30.06.2022;09:00;10:00;62.854;37.924;223
30.06.2022;10:00;11:00;64.305;33.095,5;1.420,25
30.06.2022;11:00;12:00;65.747,75;31.267,25;2.319
30.06.2022;12:00;13:00;65.636,25;29.728,25;3.049,75
30.06.2022;13:00;14:00;64.822,5;29.024,5;4.232,25
30.06.2022;14:00;15:00;63.634;29.486,25;3.782,75
30.06.2022;15:00;16:00;62.572,75;31.927,5;1.623,25
30.06.2022;16:00;17:00;61.575,75;36.675,25;217,25
30.06.2022;17:00;18:00;61.119,75;41.420;116,5
30.06.2022;18:00;19:00;60.605;44.539,5;258,25
30.06.2022;19:00;20:00;59.316,25;46.256;9,5
30.06.2022;20:00;21:00;57.501,75;45.937,5;10,5
30.06.2022;21:00;22:00;55.744,5;43.789,75;35,25
30.06.2022;22:00;23:00;54.004,5;40.419;104,75
30.06.2022;23:00;00:00;50.260,75;35.595;1.231,75
01.07.2022;00:00;01:00;47.365,25;32.581,5;2.783,25
01.07.2022;01:00;02:00;45.552,75;32.014,5;3.111,75
01.07.2022;02:00;03:00;44.833,5;32.306,75;4.063
01.07.2022;03:00;04:00;44.430;31.936,75;4.720
01.07.2022;04:00;05:00;45.314,5;32.097,25;5.072,5
01.07.2022;05:00;06:00;47.753;33.096,5;4.613
01.07.2022;06:00;07:00;53.637;37.546,75;2.278,5
01.07.2022;07:00;08:00;58.668,25;41.354;294
01.07.2022;08:00;09:00;61.504,25;42.720,75;38,75
01.07.2022;09:00;10:00;62.174;42.879,75;8,5
01.07.2022;10:00;11:00;63.288;42.826,5;10,25
01.07.2022;11:00;12:00;64.277,25;41.848,5;5,75
01.07.2022;12:00;13:00;63.580,75;38.771,75;420,5
01.07.2022;13:00;14:00;63.111,5;36.607,25;1.455,75
01.07.2022;14:00;15:00;61.351,25;33.986,25;1.234,5
01.07.2022;15:00;16:00;59.858,5;33.290,25;1.017,5
01.07.2022;16:00;17:00;58.467,5;32.965,75;1.031,25
01.07.2022;17:00;18:00;58.369;35.782,75;386,5
01.07.2022;18:00;19:00;57.559,75;38.738,25;247,5
01.07.2022;19:00;20:00;56.399,75;42.079;454,5
01.07.2022;20:00;21:00;54.104,25;43.771,25;223,75
01.07.2022;21:00;22:00;52.034,75;43.785;284,75
01.07.2022;22:00;23:00;49.916,75;42.553,5;47,5
01.07.2022;23:00;00:00;47.033,75;38.922,25;494,75
02.07.2022;00:00;01:00;44.378,25;36.315,75;138
02.07.2022;01:00;02:00;42.478,5;34.587,75;216,5
02.07.2022;02:00;03:00;40.883,25;32.524,75;512
02.07.2022;03:00;04:00;40.621,5;32.050,75;801,25
02.07.2022;04:00;05:00;40.362;31.710;382,5
02.07.2022;05:00;06:00;40.440;31.562,75;778,25
02.07.2022;06:00;07:00;42.008,5;30.947,75;237,5
02.07.2022;07:00;08:00;45.065,5;29.661,75;597,75
02.07.2022;08:00;09:00;48.708,25;26.291;799,75
02.07.2022;09:00;10:00;51.465,75;19.427,25;3.710,75
02.07.2022;10:00;11:00;53.641,25;13.430,25;5.914
02.07.2022;11:00;12:00;54.583,25;10.233,75;6.430,25
02.07.2022;12:00;13:00;53.413;7.612,25;7.379,5
02.07.2022;13:00;14:00;51.670,75;6.821,25;7.624,5
02.07.2022;14:00;15:00;50.242,25;7.331,5;7.520,25
02.07.2022;15:00;16:00;49.621;10.990,25;7.374,25
02.07.2022;16:00;17:00;49.330,75;15.938,75;5.717,25
02.07.2022;17:00;18:00;49.618,75;23.695;2.055
02.07.2022;18:00;19:00;48.882,25;32.212,75;609,25
02.07.2022;19:00;20:00;48.096,75;39.351,25;21
02.07.2022;20:00;21:00;46.727,75;41.873;12,75
02.07.2022;21:00;22:00;44.963,75;40.034,25;13,5
02.07.2022;22:00;23:00;44.833,25;37.506,75;31
02.07.2022;23:00;00:00;43.105,75;33.114,5;338
03.07.2022;00:00;01:00;40.577;29.103,25;540
03.07.2022;01:00;02:00;38.907,25;27.083,25;480
03.07.2022;02:00;03:00;37.908,5;26.309,75;812
03.07.2022;03:00;04:00;37.341,5;26.619,25;481
03.07.2022;04:00;05:00;36.957;27.308;437
03.07.2022;05:00;06:00;36.448,75;27.434;579,25
03.07.2022;06:00;07:00;37.354;27.176,25;919,25
03.07.2022;07:00;08:00;39.536,25;26.048,75;1.305
03.07.2022;08:00;09:00;42.957,75;23.062,25;1.793,75
03.07.2022;09:00;10:00;46.254,75;18.103;2.661,25
03.07.2022;10:00;11:00;48.349,25;13.652,5;4.377
03.07.2022;11:00;12:00;49.209,25;10.972,75;6.360
03.07.2022;12:00;13:00;49.288,25;9.490;7.015
03.07.2022;13:00;14:00;47.934,25;8.077,75;7.445,25
03.07.2022;14:00;15:00;46.669;8.142,75;7.531
03.07.2022;15:00;16:00;46.268,75;10.124;7.068
03.07.2022;16:00;17:00;46.543;13.975,25;6.381,5
03.07.2022;17:00;18:00;47.539;20.439,25;2.658,5
03.07.2022;18:00;19:00;47.896,25;28.283;682,25
03.07.2022;19:00;20:00;48.160;34.641,5;470,75
03.07.2022;20:00;21:00;47.796,25;37.860,5;234,5
03.07.2022;21:00;22:00;46.673,75;38.214;104,75
03.07.2022;22:00;23:00;47.216,5;37.680,25;200,25
03.07.2022;23:00;00:00;44.795,25;34.093,5;798,75
04.07.2022;00:00;01:00;42.149,75;32.048;1.189,75
04.07.2022;01:00;02:00;40.764;31.506,25;860,75
04.07.2022;02:00;03:00;39.849,5;31.229,25;1.306
04.07.2022;03:00;04:00;39.474,75;31.860,25;1.507,5
04.07.2022;04:00;05:00;40.512,75;33.056,75;618,25
04.07.2022;05:00;06:00;43.205,75;35.776,75;406
04.07.2022;06:00;07:00;50.851;42.393,75;52
04.07.2022;07:00;08:00;56.361;44.317,25;3
04.07.2022;08:00;09:00;60.186;41.418,75;6,5
04.07.2022;09:00;10:00;61.120;34.806,75;254
04.07.2022;10:00;11:00;62.226;29.160,75;883,25
04.07.2022;11:00;12:00;64.271;26.112;3.143,25
04.07.2022;12:00;13:00;64.491;22.837;5.330
04.07.2022;13:00;14:00;63.320;19.720;6.662,5
04.07.2022;14:00;15:00;63.524,5;20.192,25;6.230,75
04.07.2022;15:00;16:00;62.461,25;21.295,25;5.689
04.07.2022;16:00;17:00;61.124,25;24.227;4.309
04.07.2022;17:00;18:00;60.444,75;29.829;1.265
04.07.2022;18:00;19:00;59.869,5;37.058,25;9,25
04.07.2022;19:00;20:00;59.155,5;42.648,5;4
04.07.2022;20:00;21:00;56.410,75;45.214,25;2
04.07.2022;21:00;22:00;54.212;45.024,25;2,5
04.07.2022;22:00;23:00;51.921,75;43.623;8,75
04.07.2022;23:00;00:00;48.115,5;39.920;92,75
05.07.2022;00:00;01:00;45.240;36.942;123
05.07.2022;01:00;02:00;43.561,5;35.503,75;696,75
05.07.2022;02:00;03:00;42.695,25;34.809,75;979,75
05.07.2022;03:00;04:00;42.974,25;35.250;1.161,5
05.07.2022;04:00;05:00;43.766,25;36.350,5;1.248,25
05.07.2022;05:00;06:00;46.175,75;38.380,5;674,75
05.07.2022;06:00;07:00;52.779;43.663,5;7,25
05.07.2022;07:00;08:00;57.787,25;44.129,75;2,5
05.07.2022;08:00;09:00;61.467;40.150,25;7,25
05.07.2022;09:00;10:00;62.722,5;32.769,5;692
05.07.2022;10:00;11:00;64.436;28.117;1.737,75
05.07.2022;11:00;12:00;64.941,25;25.668,5;2.853,25
05.07.2022;12:00;13:00;65.230,75;24.549,5;3.822,5
05.07.2022;13:00;14:00;64.951;23.229;5.707,25
05.07.2022;14:00;15:00;63.937,75;22.335;5.854,5
05.07.2022;15:00;16:00;63.271,25;23.306,5;5.927,75
05.07.2022;16:00;17:00;62.296,5;26.220,25;5.128,25
05.07.2022;17:00;18:00;61.042,5;30.570;1.319,25
05.07.2022;18:00;19:00;60.290,5;36.720,75;160,5
05.07.2022;19:00;20:00;59.299;42.833,5;5,75
05.07.2022;20:00;21:00;56.980,25;45.367,5;3,75
05.07.2022;21:00;22:00;54.152;44.353,75;4,25
05.07.2022;22:00;23:00;51.919,5;42.684,5;7,5
05.07.2022;23:00;00:00;48.211,75;38.785,75;18,25
06.07.2022;00:00;01:00;45.705,25;36.308;219,25
06.07.2022;01:00;02:00;44.475,25;34.665,5;691,75
06.07.2022;02:00;03:00;43.351,25;33.634,25;1.204
06.07.2022;03:00;04:00;43.343;33.742;1.780,25
06.07.2022;04:00;05:00;44.083;34.377;1.747,75
06.07.2022;05:00;06:00;46.333,5;36.552,25;877,25
06.07.2022;06:00;07:00;52.599,5;41.939;190,75
06.07.2022;07:00;08:00;57.953,75;43.523,25;4,5
06.07.2022;08:00;09:00;60.913,75;40.108,5;8,5
06.07.2022;09:00;10:00;60.996,5;33.412,75;228,5
06.07.2022;10:00;11:00;63.532;31.130,25;594
06.07.2022;11:00;12:00;64.374;29.360,5;1.475,25
06.07.2022;12:00;13:00;64.474,25;26.000,25;3.173
06.07.2022;13:00;14:00;64.528,5;23.188,5;4.472,75
06.07.2022;14:00;15:00;63.543,25;20.478,25;5.711,25
06.07.2022;15:00;16:00;62.447,75;20.778;5.779,25
06.07.2022;16:00;17:00;60.869,25;23.540,25;5.772,25
06.07.2022;17:00;18:00;60.004,25;28.324;3.151,75
06.07.2022;18:00;19:00;59.715;34.269,75;473,5
06.07.2022;19:00;20:00;59.114,5;39.329;259,5
06.07.2022;20:00;21:00;56.712,5;41.249;7
06.07.2022;21:00;22:00;54.174,5;40.465;7,75
06.07.2022;22:00;23:00;51.978,25;38.486,75;4
06.07.2022;23:00;00:00;48.232,5;33.530;173,75
07.07.2022;00:00;01:00;46.115,5;30.422,25;343,75
07.07.2022;01:00;02:00;44.965,5;28.217;964
07.07.2022;02:00;03:00;44.784,5;27.873,75;2.741,25
07.07.2022;03:00;04:00;44.857,75;27.867,75;3.324
07.07.2022;04:00;05:00;45.630,5;28.529,5;3.340
07.07.2022;05:00;06:00;48.211,5;30.239,75;2.360,5
07.07.2022;06:00;07:00;54.452,75;34.511,25;604,75
07.07.2022;07:00;08:00;59.527,5;36.818,5;65
07.07.2022;08:00;09:00;62.735,75;37.279,75;5,25
07.07.2022;09:00;10:00;64.567,5;35.884,5;4,5
07.07.2022;10:00;11:00;66.491,25;34.869;47,25
07.07.2022;11:00;12:00;67.202;33.634,25;623,25
07.07.2022;12:00;13:00;67.115;31.932;1.047,5
07.07.2022;13:00;14:00;66.631,5;30.394;1.518,5
07.07.2022;14:00;15:00;65.135;27.837;2.885,75
07.07.2022;15:00;16:00;63.920,75;26.319,75;3.723
07.07.2022;16:00;17:00;63.016;25.229,25;4.728,25
07.07.2022;17:00;18:00;62.863;26.906,25;3.317,25
07.07.2022;18:00;19:00;62.096,5;29.195;1.063,25
07.07.2022;19:00;20:00;61.315,5;31.138,5;513,25
07.07.2022;20:00;21:00;58.998,5;32.119;158,5
07.07.2022;21:00;22:00;56.035,25;31.157;562,25
07.07.2022;22:00;23:00;53.347;29.848,75;926,25
07.07.2022;23:00;00:00;50.382,25;27.755,25;2.721
08.07.2022;00:00;01:00;47.571;26.111;2.812
08.07.2022;01:00;02:00;45.734,75;26.169,75;2.378,25
08.07.2022;02:00;03:00;44.037,75;26.594;3.411,5
08.07.2022;03:00;04:00;43.650,5;27.229,5;2.664,5
08.07.2022;04:00;05:00;44.497,75;28.664;1.847,25
08.07.2022;05:00;06:00;46.970,75;31.523,25;684
08.07.2022;06:00;07:00;53.805;37.557;40,25
08.07.2022;07:00;08:00;59.129;40.132;5,25
08.07.2022;08:00;09:00;61.739,5;38.025;4,5
08.07.2022;09:00;10:00;62.456,75;35.073,5;4,5
08.07.2022;10:00;11:00;63.121,5;32.569,75;28,75
08.07.2022;11:00;12:00;64.082,25;29.754,75;363,75
08.07.2022;12:00;13:00;63.383,5;25.793;2.780,5
08.07.2022;13:00;14:00;62.246;22.551,75;6.053
08.07.2022;14:00;15:00;61.410;20.294,5;6.875,75
08.07.2022;15:00;16:00;60.882,75;20.566,25;6.083
08.07.2022;16:00;17:00;60.223,5;22.652,5;5.381,5
08.07.2022;17:00;18:00;59.385;26.626;1.657,75
08.07.2022;18:00;19:00;58.138,75;32.573,75;268,5
08.07.2022;19:00;20:00;56.872,75;38.713;4,5
08.07.2022;20:00;21:00;54.220,5;42.607;1,5
08.07.2022;21:00;22:00;51.569,5;43.000,5;3,75
08.07.2022;22:00;23:00;50.216,25;41.393,25;85,75
08.07.2022;23:00;00:00;47.442,5;37.455,75;1.414,5
09.07.2022;00:00;01:00;44.466,5;34.063;106,5
09.07.2022;01:00;02:00;42.566,25;32.208;91
09.07.2022;02:00;03:00;41.359;30.958,25;992,25
09.07.2022;03:00;04:00;40.808,5;30.848;255,25
09.07.2022;04:00;05:00;40.887,5;31.099;763,5
09.07.2022;05:00;06:00;40.179,75;30.416,25;395,75
09.07.2022;06:00;07:00;41.802,25;31.099,5;297,25
09.07.2022;07:00;08:00;44.332,5;31.175,25;38,75
09.07.2022;08:00;09:00;47.718,5;29.350,75;535,5
09.07.2022;09:00;10:00;51.009,75;25.716,25;1.501
09.07.2022;10:00;11:00;53.388;21.317,25;1.935,25
09.07.2022;11:00;12:00;54.754,25;19.241,5;2.089,75
09.07.2022;12:00;13:00;53.989,25;16.023,5;3.705,75
09.07.2022;13:00;14:00;52.633;11.671,5;5.170
09.07.2022;14:00;15:00;51.185,75;10.605,75;6.521,5
09.07.2022;15:00;16:00;50.716;11.548,75;6.792,75
09.07.2022;16:00;17:00;50.538,25;12.992,75;6.682,25
09.07.2022;17:00;18:00;51.346;14.624,5;5.953,5
09.07.2022;18:00;19:00;50.873,5;17.526,25;2.574,5
09.07.2022;19:00;20:00;49.936,25;21.142,25;1.144,25
09.07.2022;20:00;21:00;48.290,5;23.226;612,5
09.07.2022;21:00;22:00;46.829,25;24.470;585
09.07.2022;22:00;23:00;46.024,5;24.239,25;500,25
09.07.2022;23:00;00:00;43.452;22.316,5;469,75
10.07.2022;00:00;01:00;41.130;21.133,5;358,75
10.07.2022;01:00;02:00;39.449,75;19.592,75;678,25
10.07.2022;02:00;03:00;38.328,75;19.177,75;921,75
10.07.2022;03:00;04:00;37.791;19.078;1.117,25
10.07.2022;04:00;05:00;37.708,75;19.058,25;1.394,75
10.07.2022;05:00;06:00;37.789,75;19.525,25;1.880
10.07.2022;06:00;07:00;38.489;18.651;2.012,75
10.07.2022;07:00;08:00;40.189;16.843,25;1.998,25
10.07.2022;08:00;09:00;43.955;14.417,75;2.819,75
10.07.2022;09:00;10:00;47.241,25;12.270,75;4.080,5
10.07.2022;10:00;11:00;48.952,5;10.464,25;4.075,25
10.07.2022;11:00;12:00;50.643,75;9.777,25;5.502,75
10.07.2022;12:00;13:00;50.807;8.660,25;5.738
10.07.2022;13:00;14:00;49.391,75;6.669;6.862,75
10.07.2022;14:00;15:00;48.419,5;6.209,75;7.153,25
